gene_id,type,c1,c2,start,end
Btbd35f29,Xtype,-1,X,31117674,31119170
Gm23975,Normal,4,4,16861689,16861794
Mir129b,Normal,2,2,94241378,94241442
n-R5s156,Normal,7,7,99497718,99497822
Gm26210,Normal,8,8,64931972,64932062
Gm23896,Normal,5,5,56736090,56736219
Gm27854,Normal,8,8,11696615,11696858
Gm25591,Normal,10,10,108428067,108428160
Gm22692,Normal,2,2,165908051,165908175
Gm22394,Normal,10,10,77912636,77912711
Gm25336,Normal,1,1,154080095,154080199
Snord61,Xtype,-1,X,57391449,57391519
Gm23386,Normal,11,11,19693155,19693298
Gm26456,Normal,3,3,155092018,155092128
Gm24222,Normal,8,8,15412324,15412416
Gm44314,Normal,13,13,23746175,23746312
Gm25600,Normal,4,4,127108466,127108571
Gm25740,Normal,10,10,46377609,46377715
Gm25722,Normal,5,5,132801678,132801956
Gm24731,Normal,12,12,45109007,45109137
Gm25744,Normal,17,17,34952013,34952075
Gm24991,Normal,13,13,23682545,23682652
Gm26059,Normal,7,7,59468163,59468241
Gm23814,Normal,2,2,119793942,119794043
Gm23579,Normal,12,12,69994790,69994892
Gm25247,Normal,7,7,36430611,36430700
Gm22264,Normal,18,18,43070300,43070406
Gm24183,Normal,18,18,55085565,55085657
Gm44333,Xtype,-1,X,58794731,58794837
Gm23071,Normal,6,6,145038074,145038188
Mir206,Normal,1,1,20679010,20679082
Gm22032,Normal,15,15,17591566,17591681
Gm24402,Normal,1,1,151260824,151260914
Gm23766,Normal,10,10,45095629,45095708
Gm26367,Normal,14,14,100418483,100418614
Gm22233,Xtype,-1,X,135506257,135506370
Mir669b,Normal,2,2,10467790,10467886
Gm26245,Normal,1,1,96617099,96617205
Gm27607,Normal,1,1,51938974,51939095
Gm24494,Normal,3,3,153911610,153911690
Gm22037,Normal,15,15,43224625,43224920
Mir7211,Normal,10,10,94586137,94586199
Gm27533,Normal,19,19,5844286,5844437
Gm25426,Normal,11,11,54829711,54829880
Gm22664,Normal,8,8,112581636,112581740
Gm26430,Normal,18,18,78533458,78533564
Mir6969,Normal,17,17,28558441,28558501
Gm25820,Normal,3,3,88693931,88694057
Mir7087,Normal,9,9,45939521,45939590
Gm25253,Normal,1,1,10555554,10555660
Gm24268,Xtype,-1,X,155046610,155046719
Gm26097,Normal,7,7,59796905,59796997
Gm26124,Normal,17,17,76111197,76111304
Gm25865,Normal,12,12,30457968,30458071
Gm44335,Normal,9,9,44334965,44335105
Gm22682,Normal,3,3,130205465,130205571
Gm22649,Normal,7,7,6839824,6840121
Gm24125,Normal,4,4,3857477,3857613
Gm24158,Normal,11,11,97660257,97660327
Gm23125,Normal,17,17,80104937,80105042
Mir211,Normal,7,7,64205806,64205911
Mir6358,Normal,18,18,76170552,76170652
Gm22122,Normal,6,6,48289228,48289427
Gm26013,Normal,5,5,150710846,150710964
Gm27899,Normal,2,2,174286608,174286671
Gm26398,Normal,2,2,10504647,10504773
Gm27703,Normal,6,6,122200137,122200246
Gm22324,Normal,8,8,62783612,62783725
n-R5s182,Normal,4,4,12812706,12812812
Mir6244,Normal,9,9,52115623,52115739
Mir669d,Normal,2,2,10468343,10468463
Gm22597,Normal,18,18,55179840,55179919
Gm22212,Normal,6,6,63200041,63200146
Gm22819,Normal,18,18,84822002,84822304
Mir6371,Normal,6,6,50572398,50572508
Gm47294,Normal,1,1,190482929,190483016
Gm44455,Normal,2,2,38225041,38225122
Gm24870,Normal,13,13,103641926,103642032
Gm24075,Normal,1,1,18969762,18969833
n-R5s204,Normal,2,2,119631118,119631236
Mir1931,Normal,10,10,93162785,93162903
Gm24435,Normal,3,3,97140552,97140661
Gm24429,Normal,12,12,34895024,34895155
Gm22215,Normal,17,17,80033514,80033609
Gm25644,Normal,19,19,51239690,51239796
Mir6983,Normal,18,18,61117468,61117531
Gm24445,Normal,8,8,122982837,122982943
n-R5s211,Normal,1,1,46374197,46374315
Gm22938,Normal,9,9,76716628,76716747
Gm23209,Normal,4,4,150321193,150321302
Mirlet7g,Normal,9,9,106178840,106178927
Gm22435,Xtype,-1,X,68684148,68684275
Gm23226,Normal,11,11,72022755,72022857
Gm27601,Normal,4,4,47593337,47593463
n-R5s71,Normal,11,11,74319792,74319910
Gm23534,Normal,1,1,137367151,137367247
Gm23779,Normal,13,13,21486338,21486401
Gm27741,Normal,10,10,13091581,13091817
Gm22675,Normal,2,2,28595127,28595230
Mir485,Normal,12,12,109734902,109734974
Gm25135,Normal,17,17,43454255,43454397
Gm22337,Normal,3,3,115391554,115391685
Gm24185,Normal,3,3,90198682,90198786
Mir7221,Normal,2,2,92592206,92592277
Gm23170,Normal,19,19,36384792,36384897
Gm23650,Normal,2,2,130277697,130277766
Gm25204,Normal,14,14,36767425,36767530
Gm27320,Normal,8,8,105307792,105307900
Gm23972,Normal,13,13,39858863,39859027
Gm22908,Normal,12,12,22040913,22041022
Gm22658,Normal,9,9,15211631,15211785
Mir466j,Normal,10,10,60960723,60960844
Gm25470,Normal,6,6,15404981,15405091
Gm26213,Normal,16,16,13969348,13969457
Mir6354,Normal,1,1,169018974,169019089
Gm26440,Normal,14,14,57697809,57697937
Gm22743,Normal,11,11,104251012,104251144
Gm26372,Normal,14,14,21263624,21263859
Gm25015,Normal,12,12,49578456,49578583
Mir3968,Normal,11,11,115447961,115448060
Gm25261,Normal,4,4,131239277,131239410
Gm25064,Normal,9,9,63133283,63133389
Gm23847,Normal,7,7,130035094,130035203
Gm26049,Normal,4,4,41312091,41312198
Gm44310,Normal,15,15,36583544,36583669
Gm26467,Normal,7,7,59574579,59574656
Gm25005,Normal,18,18,84742162,84742317
Mir6408,Normal,10,10,60923023,60923113
Gm25814,Normal,1,1,32213133,32213239
n-TStga1,Normal,13,13,23518142,23518250
Gm26310,Normal,6,6,27668087,27668203
Gm22584,Normal,7,7,59713534,59713625
Gm22654,Normal,17,17,55661637,55661741
Gm23934,Normal,1,1,80135466,80135572
Mir346,Normal,14,14,34894609,34894706
Gm27869,Normal,2,2,174295071,174295192
Mir5129,Normal,2,2,45023100,45023177
Gm44325,Normal,2,2,120977651,120977727
Snora62,Normal,9,9,120130415,120130563
Gm23103,Normal,7,7,29737318,29737424
Gm25965,Normal,3,3,142795102,142795194
Gm22169,Normal,9,9,68461339,68461445
Gm25071,Normal,18,18,80925736,80925805
Gm24594,Normal,13,13,60928086,60928184
Mir3473g,Normal,2,2,126902250,126902385
Gm22671,Normal,1,1,163054818,163054951
Gm22030,Normal,8,8,35977516,35977578
Gm23865,Normal,2,2,29931427,29931523
Gm26315,Normal,2,2,7076094,7076414
Gm24579,Normal,16,16,8402814,8402957
Gm26243,Normal,10,10,79985506,79985612
Gm24347,Normal,9,9,64881784,64881925
Gm25677,Normal,4,4,9669279,9669350
Gm25486,Normal,12,12,98599033,98599095
Gm23499,Normal,7,7,13374481,13374748
Gm22665,Normal,1,1,69921473,69921747
Gm22831,Normal,4,4,30701949,30702057
Gm27993,Normal,12,12,86651170,86651254
Gm25232,Normal,13,13,48572253,48572384
Gm23764,Normal,14,14,102806099,102806146
Gm22522,Xtype,-1,X,158373082,158373232
Gm25337,Normal,11,11,102549196,102549299
Mir3962,Normal,1,1,194822001,194822064
Gm27266,Normal,5,5,131577987,131578109
Gm25250,Normal,9,9,77577714,77577789
Gm22469,Normal,14,14,37224869,37225001
n-R5s34,Normal,16,16,37854782,37854897
Gm22667,Normal,11,11,117132490,117132817
Gm24123,Xtype,-1,X,93164902,93164984
Gm24901,Normal,1,1,33191993,33192102
Mir666,Normal,12,12,109717085,109717183
Gm44299,Normal,8,8,26219461,26219549
n-R5s90,Normal,9,9,111613898,111614015
Mir410,Normal,12,12,109743715,109743795
Snora78,Normal,17,17,24719676,24719803
Rn7s1,Normal,12,12,69159295,69159594
Gm44353,Normal,3,3,93388689,93388826
Gm26485,Normal,3,3,16823249,16823312
Gm27285,Xtype,-1,X,103606323,103606449
Gm22259,Normal,18,18,52154501,52154607
Gm25325,Normal,3,3,103666542,103666627
Ccl27a,Special,-1,JH584294.1,2012,3786
Mir7231,Normal,6,6,122831377,122831437
Gm23247,Normal,11,11,83521156,83521262
Mir7093,Xtype,-1,X,134757631,134757731
Gm24257,Normal,9,9,70148806,70148936
Gm26443,Normal,7,7,33808117,33808226
Mir3110,Xtype,-1,X,38210441,38210520
Gm24345,Normal,14,14,100525244,100525367
Gm26461,Normal,9,9,88553236,88553525
Snord116l4,Normal,7,7,59889593,59889686
Mir297-1,Normal,7,7,10958437,10958512
Gm22225,Xtype,-1,X,129304796,129305073
Gm27853,Normal,6,6,115750366,115750615
Gm25984,Normal,7,7,59593294,59593372
Gm22418,Normal,6,6,107001452,107001558
Gm25862,Normal,10,10,62923396,62923524
Mir6420,Normal,17,17,64440806,64440907
Gm23958,Xtype,-1,X,138422715,138422819
Gm26017,Normal,4,4,86509152,86509225
Gm22064,Normal,7,7,143780090,143780155
Gm27740,Normal,17,17,33886676,33886733
Gm23864,Normal,17,17,35699203,35699309
Gm22520,Normal,19,19,61013417,61013545
Gm22379,Normal,14,14,118775152,118775282
Gm22989,Normal,14,14,49788284,49788369
Mir362,Xtype,-1,X,7241982,7242046
Gm26164,Normal,8,8,60079590,60079693
Gm23320,Xtype,-1,X,75886083,75886209
Gm24548,Normal,1,1,58154981,58155088
Rnu1a1,Normal,11,11,87422867,87423030
Gm27591,Normal,2,2,174247928,174247995
Gm22038,Normal,3,3,82793656,82793897
Mir5615-2,Normal,10,10,81104616,81104675
Snord49b,Normal,11,11,62603079,62603150
Gm23730,Normal,9,9,70521598,70521704
Gm22157,Normal,13,13,41901651,41901754
Mir6910,Normal,10,10,79862587,79862652
n-R5s142,Normal,8,8,123610017,123610135
Snord50b,Normal,9,9,88521797,88521868
Gm25187,Normal,2,2,158378222,158378354
Gm44500,Xtype,-1,X,59693450,59693549
Gm22235,Normal,17,17,86703298,86703407
Gm22518,Normal,4,4,45500485,45500552
Gm22980,Normal,4,4,117154093,117154162
Mir705,Normal,6,6,85336292,85336373
Mir219b,Normal,2,2,29845647,29845711
Mir297b,Normal,2,2,10511667,10511775
Mir3473b,Normal,10,10,41670739,41670793
Gm44474,Normal,8,8,35763930,35764056
Gm22085,Normal,8,8,107009502,107009611
n-R5s92,Normal,9,9,115626600,115626718
Gm23304,Normal,4,4,33628841,33628961
Mirt2,Normal,15,15,76267135,76267419
Gm22650,Xtype,-1,X,146999405,146999509
n-R5s89,Normal,9,9,103011417,103011520
Gm26078,Normal,1,1,96762031,96762158
Gm24623,Normal,5,5,96907632,96907825
Gm24375,Normal,8,8,56521372,56521503
Gm22391,Normal,7,7,59606390,59606468
Gm25585,Normal,7,7,59552109,59552187
Gm24315,Normal,2,2,10480165,10480291
Gm22497,Normal,4,4,109537039,109537169
Gm22202,Normal,15,15,97935285,97935595
Gm24256,Normal,10,10,48619312,48619395
Scarna3b,Normal,12,12,80391613,80391751
Gm23287,Normal,4,4,117210844,117210959
Gm24138,Normal,2,2,65376169,65376282
Gm25163,Normal,9,9,72257036,72257139
Gm24951,Normal,19,19,7959530,7959638
Gm22531,Normal,3,3,81880727,81880866
Mir7232,Normal,6,6,81895590,81895663
Gm22390,Normal,2,2,145481407,145481731
Gm22370,Normal,10,10,28214039,28214121
Gm27365,Normal,6,6,17695354,17695530
Gm44329,Normal,1,1,150063157,150063268
Gm26375,Normal,17,17,13534064,13534169
Gm25188,Normal,3,3,86100534,86100655
Gm23557,Xtype,-1,X,93573731,93573868
Mir7029,Normal,5,5,115580949,115581009
Gm24632,Normal,18,18,3860108,3860430
Gm24272,Normal,16,16,73974441,73974538
Gm25855,Normal,19,19,8723993,8724064
AC132444.1,Special,-1,GL456221.1,17591,30203
Mir7079,Normal,8,8,123104975,123105043
Gm27634,Normal,2,2,38637018,38637143
Gm26343,Normal,3,3,86275232,86275362
Gm25897,Normal,15,15,99803020,99803126
Gm23044,Normal,10,10,12793875,12793974
Gm23749,Normal,2,2,108079912,108080042
Gm24395,Normal,3,3,153864807,153864931
Gm24131,Normal,5,5,141566143,141566249
Gm23986,Normal,8,8,50563241,50563303
Mir3068,Normal,12,12,87437679,87437757
Gm24240,Normal,17,17,83269971,83270105
Gm23706,Normal,16,16,8480660,8480741
Gm44395,Normal,9,9,20030988,20031140
Gm24791,Normal,1,1,123389801,123389931
Gm22566,Normal,10,10,25054140,25054224
Gm24709,Normal,6,6,56583715,56583846
Gm22920,Normal,11,11,102659572,102659680
Mirlet7i,Normal,10,10,122985640,122985724
Gm24568,Normal,8,8,21095624,21095715
Mir7000,Normal,2,2,92387384,92387446
Gm25614,Normal,14,14,58650268,58650400
Gm25193,Normal,6,6,120797574,120797670
Mir3084-1,Normal,19,19,24942235,24942303
Gm44334,Normal,6,6,76181709,76181820
Mir6715,Normal,19,19,55192678,55192734
Gm25457,Normal,1,1,141298100,141298206
Gm24167,Normal,2,2,10489410,10489533
Gm26022,Normal,6,6,102862368,102862475
Gm23055,Normal,4,4,132442034,132442127
Gm24705,Normal,14,14,54581177,54581283
Gm24759,Normal,7,7,59597035,59597113
Gm24135,Normal,15,15,12572430,12572530
Gm9988,Normal,8,8,88138079,88138517
Gm22975,Normal,2,2,74624642,74624748
Gm24585,Normal,7,7,59535256,59535334
Mir532,Xtype,-1,X,7248402,7248497
Gm27443,Normal,15,15,102947496,102947593
Gm24108,Normal,19,19,30261441,30261517
Gm23315,Normal,2,2,53700847,53700955
Gm24297,Normal,10,10,38213359,38213426
Gm23620,Normal,14,14,42624917,42625037
Gm27626,Normal,11,11,101140454,101140509
Gm25776,Normal,12,12,91573430,91573572
Mir6951,Normal,15,15,38490473,38490547
Gm23686,Normal,3,3,18177462,18177625
Gm25412,Xtype,-1,X,61938891,61938997
Mir802,Normal,16,16,93369720,93369816
Gm25091,Normal,5,5,146834834,146834904
Gm25869,Normal,3,3,103427437,103427543
Gm24020,Normal,13,13,62624194,62624301
n-R5s102,Normal,8,8,123542178,123542296
Snora19,Normal,19,19,60774330,60774461
AC124606.2,Special,-1,JH584299.1,806210,809281
Gm22942,Normal,3,3,108441330,108441453
Gm44360,Normal,2,2,77074271,77074352
Gm22100,Normal,4,4,101103588,101103650
Olfr290,Normal,7,7,84915781,84916728
n-R5s30,Normal,16,16,5324036,5324157
Mir3097,Normal,5,5,35021049,35021115
Gm24873,Normal,13,13,17440790,17440896
Mir7074,Normal,8,8,105951637,105951699
Gm26182,Xtype,-1,X,119526544,119526659
Gm44313,Normal,11,11,58954983,58955120
Gm23593,Normal,14,14,57333366,57333485
Gm22442,Normal,11,11,69350518,69350661
Gm26445,Normal,10,10,130592136,130592244
Gm26276,Xtype,-1,X,67595330,67595438
Mir7059,Normal,7,7,126579474,126579532
Gm22336,Normal,8,8,85315140,85315246
Snord55,Normal,4,4,117155770,117155848
4930465K10Rik,Normal,18,18,77714210,77715449
Gm9959,Normal,17,17,80728131,80728522
Gm24119,Normal,10,10,91118291,91118536
Gm23021,Normal,11,11,18802254,18802422
Mir449b,Normal,13,13,113037419,113037498
Gm25230,Normal,7,7,59531515,59531593
Gm24213,Normal,6,6,19341329,19341586
Mir21a,Normal,11,11,86584067,86584158
n-R5s80,Normal,10,10,105804087,105804197
Mir129-1,Normal,6,6,29022619,29022691
Gm25210,Normal,7,7,59769138,59769231
Gm25372,Normal,15,15,36028898,36029152
Mir664,Normal,1,1,185242975,185243043
Gm26346,Normal,5,5,29709634,29709962
Gm24016,Normal,4,4,3835079,3835146
Gm27905,Normal,6,6,6821129,6821335
Mir7659,Normal,10,10,78340150,78340207
Gm21748,Ytype,-1,Y,90838869,90839177
Mir6417,Normal,5,5,52135902,52136017
Gm26067,Normal,4,4,25861239,25861348
Gm24664,Normal,15,15,12980829,12980928
Snora65,Normal,2,2,32963291,32963420
Gm24009,Normal,5,5,23674289,23674381
Mir1961,Normal,5,5,92788451,92788562
Gm23253,Normal,2,2,71495271,71495374
Gm25072,Normal,15,15,79094823,79095057
Gm27605,Normal,11,11,96200176,96200311
Gm22548,Normal,1,1,67616975,67617052
Mir344f,Normal,7,7,62046181,62046248
Mrto4-ps2,Normal,12,12,21776159,21776707
Gm22887,Normal,5,5,22534737,22534843
Gm26247,Normal,7,7,44248090,44248180
Mir701,Normal,5,5,111004144,111004252
Gm25124,Normal,4,4,101271143,101271306
Gm22533,Normal,4,4,101555095,101555368
Gm26392,Normal,7,7,59527771,59527849
Gm22668,Normal,13,13,54429441,54429700
Mir8098,Normal,14,14,62837721,62837857
Mir873b,Normal,4,4,36668510,36668586
Gm44489,Normal,8,8,110556766,110556862
3110021N24Rik,Normal,4,4,108719649,108781904
Gm25482,Normal,19,19,44945022,44945128
Gm27549,Normal,6,6,41602244,41602305
Gm25748,Normal,1,1,64396334,64396403
Gm24883,Normal,19,19,30264880,30265160
Gm22019,Normal,7,7,141181216,141181311
Gm24154,Normal,7,7,112618096,112618225
Gm25079,Normal,16,16,35382045,35382247
Mir3095,Normal,4,4,58441012,58441098
Mir344i,Normal,7,7,62085223,62085310
Gm44354,Normal,6,6,29397434,29397576
Gm24533,Normal,6,6,73141485,73141680
Mir489,Normal,6,6,3721897,3722003
Gm23671,Xtype,-1,X,82897397,82897499
Gm25554,Normal,2,2,104289860,104289972
Gm25057,Normal,15,15,99174850,99174937
Mir7115,Normal,11,11,70438255,70438318
Gm23665,Normal,15,15,46944387,46944448
Gm26194,Xtype,-1,X,39976301,39976371
Gm44376,Xtype,-1,X,166957099,166957226
Mir421,Xtype,-1,X,103572921,103572996
Gm25384,Normal,1,1,128515115,128515219
Gm25927,Normal,17,17,17830343,17830459
AC125149.4,Special,-1,GL456210.1,147792,149707
Gm25540,Normal,11,11,109466311,109466431
Mir344d-3,Normal,7,7,61726249,61726328
Gm22021,Normal,14,14,104591094,104591200
Gm22894,Normal,9,9,102373118,102373220
Gm24334,Normal,12,12,104419273,104419400
Gm25612,Normal,1,1,134505338,134505463
Snord85,Normal,4,4,130749634,130749706
Gm25203,Normal,12,12,102253472,102253687
Gm24115,Normal,2,2,109148589,109148698
Gm27921,Normal,7,7,54008473,54008580
Gm26350,Normal,15,15,10051826,10052113
Gm23755,Normal,13,13,45294654,45294996
Gm22614,Normal,3,3,96488729,96488893
n-R5s48,Normal,14,14,77530398,77530507
Gm27316,Normal,5,5,139312424,139312700
Gm25201,Normal,17,17,47840816,47840985
Mir6236,Normal,9,9,110281287,110281409
Gm23692,Normal,16,16,94429073,94429232
Mir669o,Normal,2,2,10514300,10514395
Gm23167,Normal,12,12,4999266,4999368
Mir5126,Normal,1,1,84695839,84695915
Rnu11,Normal,4,4,132270080,132270213
Gm26021,Normal,6,6,29234434,29234564
Gm10720,Normal,9,9,3015654,3017210
Gm26283,Normal,7,7,59490561,59490639
Gm24111,Normal,13,13,48537825,48537921
Gm23704,Normal,14,14,54117054,54117393
Gm24207,Normal,14,14,105276879,105276986
Mir16-2,Normal,3,3,69009902,69009996
Mir103-2,Normal,2,2,131288052,131288137
n-R5s216,Normal,1,1,104880924,104881035
Gm24840,Normal,5,5,123628201,123628347
Gm11011,Normal,2,2,169582845,169587745
Gm10812,Normal,10,10,44004154,44004701
Gm25294,Normal,1,1,25451071,25451174
Gm25558,Normal,9,9,50887950,50888055
Gm23119,Normal,18,18,74778561,74778700
Gm27754,Normal,10,10,26356732,26356857
Gm26104,Normal,1,1,176700617,176700724
Gm22495,Normal,18,18,23147094,23147219
Gm23345,Normal,7,7,111947181,111947330
Gm22516,Normal,2,2,31189691,31189814
Mir344h-2,Normal,7,7,61742366,61742425
Mir7041,Normal,6,6,94606364,94606415
Gm22216,Normal,8,8,35747449,35747562
Gm24931,Normal,5,5,92118177,92118283
Gm25562,Normal,9,9,52291199,52291331
n-R5s64,Normal,12,12,85718477,85718595
Gm26227,Normal,2,2,136026151,136026251
Gm24748,Normal,1,1,191196906,191197013
Gm10689,Normal,8,8,25454273,25454704
Csprs,Special,-1,GL456221.1,111572,163011
Gm24438,Xtype,-1,X,116748842,116748956
Gm26073,Normal,2,2,10473351,10473477
Gm24750,Normal,12,12,61920574,61920677
AC140325.2,Special,-1,GL456354.1,6366,8939
Gm22985,Normal,9,9,88526679,88526794
Gm24977,Normal,4,4,25566660,25566822
Mir28a,Normal,16,16,24827855,24827940
Gm23120,Normal,11,11,107827374,107827660
Gm25911,Normal,1,1,167340369,167340424
Mir297a-4,Normal,2,2,10517067,10517164
Gm10736,Normal,13,13,111593534,111593611
Gm47284,Normal,7,7,109521249,109521368
Gm26066,Normal,17,17,84624402,84624510
Gm23312,Normal,5,5,9758839,9758940
Gm24997,Normal,3,3,44983200,44983304
Gm44352,Normal,6,6,55533506,55533615
Gm22460,Normal,13,13,3957119,3957242
Gm26348,Normal,1,1,10166539,10166778
Gm27957,Normal,15,15,62175422,62175548
Gm25698,Normal,11,11,16732605,16732711
Gm25779,Normal,4,4,153013490,153013584
Gm10999,Normal,8,8,129129097,129131661
Gm24945,Normal,11,11,60804578,60804703
Gm23240,Normal,1,1,48462173,48462293
Gm22093,Normal,6,6,111603252,111603362
Mir378b,Normal,11,11,88352773,88352864
Ighv5-8,Normal,12,12,113654967,113655244
Mir6237,Normal,9,9,9894431,9894521
Gm25241,Normal,13,13,81065477,81065560
Gm23296,Normal,12,12,52604485,52604591
Mir7213,Normal,15,15,79998970,79999026
Gm24866,Normal,7,7,59393561,59393639
Gm22875,Normal,2,2,24936831,24936956
Gm23736,Normal,12,12,109680800,109680874
Gm24978,Normal,4,4,16675923,16676029
Gm21833,Normal,16,16,82828382,82829881
n-R5s201,Normal,2,2,105997032,105997147
Mir669m-1,Normal,2,2,10512790,10512887
Gm24519,Normal,13,13,76604319,76604450
Gm27684,Normal,7,7,115172273,115172352
Mir5622,Normal,2,2,152865067,152865126
Mir218-1,Normal,5,5,48223942,48224051
Mir5619,Normal,5,5,104048003,104048063
Gm22567,Normal,18,18,65427469,65427810
Gm22588,Normal,11,11,29849461,29849600
Gm22777,Normal,13,13,56930820,56930948
Gm22311,Normal,11,11,83764638,83764747
Mir6394,Normal,7,7,96305667,96305765
Gm24855,Normal,6,6,121325580,121325676
Gm22406,Normal,14,14,105816908,105817000
Mir143,Normal,18,18,61649196,61649258
Gm22509,Normal,8,8,76274344,76274450
Mir1949,Normal,18,18,35554567,35554636
Gm23099,Normal,7,7,19460797,19460935
Rpl27a-ps4,Normal,13,13,98904224,98904670
Ighv1-13,Normal,12,12,114630680,114630973
Gm26183,Normal,19,19,11695041,11695179
Mir187,Normal,18,18,24429110,24429170
Gm22590,Xtype,-1,X,121011835,121011962
Snord118,Normal,11,11,69073427,69073561
Gm23805,Normal,1,1,175904545,175904651
Gm23771,Normal,1,1,29985934,29986043
Gm25672,Normal,5,5,106072327,106072433
Gm24300,Normal,13,13,50118006,50118114
Gm44387,Normal,8,8,52041424,52041568
Gm24854,Normal,5,5,124717077,124717174
Gm24726,Normal,10,10,7848361,7848481
Gm24781,Normal,8,8,86965503,86965619
Gm24208,Normal,12,12,13163629,13163763
Gm23100,Normal,7,7,110003578,110003718
Mir669d-2,Normal,2,2,10471644,10471729
Gm23377,Normal,9,9,110121679,110121816
Gm6020,Normal,19,19,61183890,61183955
Gm25681,Normal,3,3,109863780,109863885
Gm23007,Normal,2,2,21197690,21197866
Gm23716,Normal,2,2,85420137,85420280
Gm22200,Normal,18,18,34941234,34941300
Gm25377,Normal,5,5,39520976,39521104
Mir1950,Normal,19,19,34965396,34965469
Gm22595,Normal,9,9,103022337,103022466
Gm24890,Normal,14,14,70428496,70428597
Gm24276,Normal,1,1,8816138,8816247
Gm6365,Normal,19,19,11877615,11878358
Snord14a,Normal,7,7,116333171,116333257
Gm22191,Normal,14,14,40215132,40215241
Mir6987,Normal,19,19,5679004,5679076
Mir6915,Normal,10,10,128388832,128388900
Gm25832,Normal,1,1,66866797,66866926
Gm22381,Normal,11,11,73756037,73756143
Mir669a-5,Normal,2,2,10481761,10481847
Mir6898,Normal,1,1,36348682,36348758
Mir6938,Normal,12,12,85245923,85245985
Mir195b,Normal,2,2,56785811,56785907
Mir28b,Normal,8,8,73016512,73016591
Gm44343,Normal,7,7,127047163,127047252
Gm26374,Normal,7,7,59587676,59587754
Gm47296,Normal,11,11,5038204,5038307
Gm22932,Normal,16,16,10273750,10273821
Gm23470,Normal,14,14,49001717,49001836
Gm25500,Normal,9,9,15312552,15312674
Gm25833,Normal,6,6,68532744,68532876
Gm24045,Normal,4,4,114987964,114988061
Gm22747,Normal,7,7,127079481,127079587
Gm25152,Normal,3,3,27108982,27109095
AC133103.4,Special,-1,GL456211.1,30483,32396
Gm25048,Normal,11,11,98423290,98423380
